PMID	KW1	KW2	link	link_explicit	QuerySet
33096100	immune checkpoint inhibitors/adverse effects	neoplasms/drug therapy	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33096100/"", ""33096100"")"	https://pubmed.ncbi.nlm.nih.gov/33096100	pmid-ICI_and_Colitis.txt
31609734	immune checkpoint inhibitors/adverse effects	neoplasms/drug therapy	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/31609734/"", ""31609734"")"	https://pubmed.ncbi.nlm.nih.gov/31609734	pmid-ICI_and_Colitis.txt
33080231	immune checkpoint inhibitors/adverse effects	neoplasms/drug therapy	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33080231/"", ""33080231"")"	https://pubmed.ncbi.nlm.nih.gov/33080231	pmid-ICI_and_Colitis.txt
33436487	immune checkpoint inhibitors/adverse effects	neoplasms/drug therapy	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33436487/"", ""33436487"")"	https://pubmed.ncbi.nlm.nih.gov/33436487	pmid-ICI_and_Colitis.txt
33459466	immune checkpoint inhibitors/adverse effects	neoplasms/drug therapy	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33459466/"", ""33459466"")"	https://pubmed.ncbi.nlm.nih.gov/33459466	pmid-ICI_and_Colitis.txt
34777387	immune checkpoint inhibitors/adverse effects	neoplasms/drug therapy	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34777387/"", ""34777387"")"	https://pubmed.ncbi.nlm.nih.gov/34777387	pmid-ICI_and_Colitis.txt
34107499	immune checkpoint inhibitors/adverse effects	neoplasms/drug therapy	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34107499/"", ""34107499"")"	https://pubmed.ncbi.nlm.nih.gov/34107499	pmid-ICI_and_Colitis.txt
34380976	immune checkpoint inhibitors/adverse effects	neoplasms/drug therapy	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34380976/"", ""34380976"")"	https://pubmed.ncbi.nlm.nih.gov/34380976	pmid-ICI_and_Colitis.txt
32185493	immune checkpoint inhibitors/adverse effects	neoplasms/drug therapy	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32185493/"", ""32185493"")"	https://pubmed.ncbi.nlm.nih.gov/32185493	pmid-ICI_and_Colitis.txt
36377339	immune checkpoint inhibitors/adverse effects	neoplasms/drug therapy	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/36377339/"", ""36377339"")"	https://pubmed.ncbi.nlm.nih.gov/36377339	pmid-ICI_and_Colitis.txt
34159488	immune checkpoint inhibitors/adverse effects	nivolumab/adverse effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34159488/"", ""34159488"")"	https://pubmed.ncbi.nlm.nih.gov/34159488	pmid-ICI_and_Colitis.txt
33096100	immune checkpoint inhibitors/adverse effects	nivolumab/adverse effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33096100/"", ""33096100"")"	https://pubmed.ncbi.nlm.nih.gov/33096100	pmid-ICI_and_Colitis.txt
33882697	immune checkpoint inhibitors/adverse effects	nivolumab/adverse effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33882697/"", ""33882697"")"	https://pubmed.ncbi.nlm.nih.gov/33882697	pmid-ICI_and_Colitis.txt
33906378	immune checkpoint inhibitors/adverse effects	nivolumab/adverse effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33906378/"", ""33906378"")"	https://pubmed.ncbi.nlm.nih.gov/33906378	pmid-ICI_and_Colitis.txt
34332139	immune checkpoint inhibitors/adverse effects	nivolumab/adverse effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34332139/"", ""34332139"")"	https://pubmed.ncbi.nlm.nih.gov/34332139	pmid-ICI_and_Colitis.txt
31595568	immune checkpoint inhibitors/adverse effects	nivolumab/adverse effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/31595568/"", ""31595568"")"	https://pubmed.ncbi.nlm.nih.gov/31595568	pmid-ICI_and_Colitis.txt
32931028	immune checkpoint inhibitors/adverse effects	nivolumab/adverse effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32931028/"", ""32931028"")"	https://pubmed.ncbi.nlm.nih.gov/32931028	pmid-ICI_and_Colitis.txt
32028372	immune checkpoint inhibitors/adverse effects	nivolumab/adverse effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32028372/"", ""32028372"")"	https://pubmed.ncbi.nlm.nih.gov/32028372	pmid-ICI_and_Colitis.txt
33476895	immune checkpoint inhibitors/adverse effects	nivolumab/adverse effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33476895/"", ""33476895"")"	https://pubmed.ncbi.nlm.nih.gov/33476895	pmid-ICI_and_Colitis.txt
32298485	immune checkpoint inhibitors/pharmacology	inflammatory bowel diseases	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32298485/"", ""32298485"")"	https://pubmed.ncbi.nlm.nih.gov/32298485	pmid-ICI_and_Colitis.txt
33506015	immune checkpoint inhibitors/pharmacology	mesalamine/pharmacology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33506015/"", ""33506015"")"	https://pubmed.ncbi.nlm.nih.gov/33506015	pmid-ICI_and_Colitis.txt
32298485	immune checkpoint inhibitors/pharmacology	programmed cell death 1 receptor/metabolism	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32298485/"", ""32298485"")"	https://pubmed.ncbi.nlm.nih.gov/32298485	pmid-ICI_and_Colitis.txt
33506015	immune checkpoint inhibitors/pharmacology	protective agents/pharmacology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33506015/"", ""33506015"")"	https://pubmed.ncbi.nlm.nih.gov/33506015	pmid-ICI_and_Colitis.txt
32404733	immune checkpoint inhibitors/pharmacology	skin neoplasms/complications	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32404733/"", ""32404733"")"	https://pubmed.ncbi.nlm.nih.gov/32404733	pmid-ICI_and_Colitis.txt
33506015	immune checkpoint inhibitors/pharmacology	trinitrobenzenesulfonic acid/adverse effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33506015/"", ""33506015"")"	https://pubmed.ncbi.nlm.nih.gov/33506015	pmid-ICI_and_Colitis.txt
35236743	immune checkpoint inhibitors/pharmacology	tryptophan/pharmacology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/35236743/"", ""35236743"")"	https://pubmed.ncbi.nlm.nih.gov/35236743	pmid-ICI_and_Colitis.txt
34987517	immune checkpoint inhibitors/therapeutic use	lymphocytes tumor-infiltrating/immunology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34987517/"", ""34987517"")"	https://pubmed.ncbi.nlm.nih.gov/34987517	pmid-ICI_and_Colitis.txt
34987517	immune checkpoint inhibitors/therapeutic use	MTOR	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34987517/"", ""34987517"")"	https://pubmed.ncbi.nlm.nih.gov/34987517	pmid-ICI_and_Colitis.txt
34987517	immune checkpoint inhibitors/therapeutic use	phosphatidylinositol 3-kinases/metabolism	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34987517/"", ""34987517"")"	https://pubmed.ncbi.nlm.nih.gov/34987517	pmid-ICI_and_Colitis.txt
34987517	immune checkpoint inhibitors/therapeutic use	sirolimus/therapeutic use	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34987517/"", ""34987517"")"	https://pubmed.ncbi.nlm.nih.gov/34987517	pmid-ICI_and_Colitis.txt
36159840	immune system diseases/drug therapy	LIF	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/36159840/"", ""36159840"")"	https://pubmed.ncbi.nlm.nih.gov/36159840	pmid-ICI_and_Colitis.txt
34956219	immunocompromised host	immunosuppressive agents/therapeutic use	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34956219/"", ""34956219"")"	https://pubmed.ncbi.nlm.nih.gov/34956219	pmid-ICI_and_Colitis.txt
34956219	immunocompromised host	melanoma/immunology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34956219/"", ""34956219"")"	https://pubmed.ncbi.nlm.nih.gov/34956219	pmid-ICI_and_Colitis.txt
34956219	immunocompromised host	myasthenia gravis/diagnosis	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34956219/"", ""34956219"")"	https://pubmed.ncbi.nlm.nih.gov/34956219	pmid-ICI_and_Colitis.txt
34956219	immunocompromised host	prednisone/therapeutic use	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34956219/"", ""34956219"")"	https://pubmed.ncbi.nlm.nih.gov/34956219	pmid-ICI_and_Colitis.txt
34956219	immunocompromised host	skin neoplasms/immunology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34956219/"", ""34956219"")"	https://pubmed.ncbi.nlm.nih.gov/34956219	pmid-ICI_and_Colitis.txt
34147519	immunologic memory/drug effects	interferon-gamma/metabolism	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34147519/"", ""34147519"")"	https://pubmed.ncbi.nlm.nih.gov/34147519	pmid-ICI_and_Colitis.txt
34147519	immunologic memory/drug effects	phenotype	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34147519/"", ""34147519"")"	https://pubmed.ncbi.nlm.nih.gov/34147519	pmid-ICI_and_Colitis.txt
34147519	immunologic memory/drug effects	piperidines/therapeutic use	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34147519/"", ""34147519"")"	https://pubmed.ncbi.nlm.nih.gov/34147519	pmid-ICI_and_Colitis.txt
34147519	immunologic memory/drug effects	pyrimidines/therapeutic use	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34147519/"", ""34147519"")"	https://pubmed.ncbi.nlm.nih.gov/34147519	pmid-ICI_and_Colitis.txt
32414860	immunosuppressive agents/pharmacology	infliximab/adverse effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32414860/"", ""32414860"")"	https://pubmed.ncbi.nlm.nih.gov/32414860	pmid-ICI_and_Colitis.txt
32414860	immunosuppressive agents/pharmacology	intestinal mucosa/diagnostic imaging	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32414860/"", ""32414860"")"	https://pubmed.ncbi.nlm.nih.gov/32414860	pmid-ICI_and_Colitis.txt
32414860	immunosuppressive agents/pharmacology	melanoma/drug therapy	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32414860/"", ""32414860"")"	https://pubmed.ncbi.nlm.nih.gov/32414860	pmid-ICI_and_Colitis.txt
32414860	immunosuppressive agents/pharmacology	mucositis/chemically induced	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32414860/"", ""32414860"")"	https://pubmed.ncbi.nlm.nih.gov/32414860	pmid-ICI_and_Colitis.txt
32414860	immunosuppressive agents/pharmacology	skin neoplasms/drug therapy	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32414860/"", ""32414860"")"	https://pubmed.ncbi.nlm.nih.gov/32414860	pmid-ICI_and_Colitis.txt
34956219	immunosuppressive agents/therapeutic use	melanoma/immunology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34956219/"", ""34956219"")"	https://pubmed.ncbi.nlm.nih.gov/34956219	pmid-ICI_and_Colitis.txt
34956219	immunosuppressive agents/therapeutic use	myasthenia gravis/diagnosis	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34956219/"", ""34956219"")"	https://pubmed.ncbi.nlm.nih.gov/34956219	pmid-ICI_and_Colitis.txt
34956219	immunosuppressive agents/therapeutic use	prednisone/therapeutic use	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34956219/"", ""34956219"")"	https://pubmed.ncbi.nlm.nih.gov/34956219	pmid-ICI_and_Colitis.txt
34956219	immunosuppressive agents/therapeutic use	skin neoplasms/immunology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34956219/"", ""34956219"")"	https://pubmed.ncbi.nlm.nih.gov/34956219	pmid-ICI_and_Colitis.txt
32603654	inflammation/drug therapy	melanoma/genetics	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32603654/"", ""32603654"")"	https://pubmed.ncbi.nlm.nih.gov/32603654	pmid-ICI_and_Colitis.txt
32603654	inflammation/drug therapy	multigene family	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32603654/"", ""32603654"")"	https://pubmed.ncbi.nlm.nih.gov/32603654	pmid-ICI_and_Colitis.txt
32603654	inflammation/drug therapy	myeloid cells/cytology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32603654/"", ""32603654"")"	https://pubmed.ncbi.nlm.nih.gov/32603654	pmid-ICI_and_Colitis.txt
32603654	inflammation/drug therapy	receptors antigen t-cell/genetics	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32603654/"", ""32603654"")"	https://pubmed.ncbi.nlm.nih.gov/32603654	pmid-ICI_and_Colitis.txt
32603654	inflammation/drug therapy	receptors cxcr3/genetics	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32603654/"", ""32603654"")"	https://pubmed.ncbi.nlm.nih.gov/32603654	pmid-ICI_and_Colitis.txt
32603654	inflammation/drug therapy	receptors cxcr6/genetics	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32603654/"", ""32603654"")"	https://pubmed.ncbi.nlm.nih.gov/32603654	pmid-ICI_and_Colitis.txt
32603654	inflammation/drug therapy	t-lymphocytes regulatory/cytology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32603654/"", ""32603654"")"	https://pubmed.ncbi.nlm.nih.gov/32603654	pmid-ICI_and_Colitis.txt
35842365	inflammatory bowel diseases	neoplasms	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/35842365/"", ""35842365"")"	https://pubmed.ncbi.nlm.nih.gov/35842365	pmid-ICI_and_Colitis.txt
32298485	inflammatory bowel diseases	programmed cell death 1 receptor/metabolism	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32298485/"", ""32298485"")"	https://pubmed.ncbi.nlm.nih.gov/32298485	pmid-ICI_and_Colitis.txt
35842365	inflammatory bowel diseases	recurrence	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/35842365/"", ""35842365"")"	https://pubmed.ncbi.nlm.nih.gov/35842365	pmid-ICI_and_Colitis.txt
34158318	inflammatory bowel diseases/complications	neoplasms/complications	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34158318/"", ""34158318"")"	https://pubmed.ncbi.nlm.nih.gov/34158318	pmid-ICI_and_Colitis.txt
35277350	inflammatory bowel diseases/drug therapy	ipilimumab/therapeutic use	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/35277350/"", ""35277350"")"	https://pubmed.ncbi.nlm.nih.gov/35277350	pmid-ICI_and_Colitis.txt
35277350	inflammatory bowel diseases/drug therapy	proton pump inhibitors/adverse effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/35277350/"", ""35277350"")"	https://pubmed.ncbi.nlm.nih.gov/35277350	pmid-ICI_and_Colitis.txt
32418993	infliximab/administration & dosage	melanoma/complications	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32418993/"", ""32418993"")"	https://pubmed.ncbi.nlm.nih.gov/32418993	pmid-ICI_and_Colitis.txt
32418993	infliximab/administration & dosage	urothelium/drug effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32418993/"", ""32418993"")"	https://pubmed.ncbi.nlm.nih.gov/32418993	pmid-ICI_and_Colitis.txt
32414860	infliximab/adverse effects	intestinal mucosa/diagnostic imaging	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32414860/"", ""32414860"")"	https://pubmed.ncbi.nlm.nih.gov/32414860	pmid-ICI_and_Colitis.txt
32584703	infliximab/adverse effects	LTF	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32584703/"", ""32584703"")"	https://pubmed.ncbi.nlm.nih.gov/32584703	pmid-ICI_and_Colitis.txt
32162824	infliximab/adverse effects	melanoma/drug therapy	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32162824/"", ""32162824"")"	https://pubmed.ncbi.nlm.nih.gov/32162824	pmid-ICI_and_Colitis.txt
32414860	infliximab/adverse effects	melanoma/drug therapy	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32414860/"", ""32414860"")"	https://pubmed.ncbi.nlm.nih.gov/32414860	pmid-ICI_and_Colitis.txt
32414860	infliximab/adverse effects	mucositis/chemically induced	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32414860/"", ""32414860"")"	https://pubmed.ncbi.nlm.nih.gov/32414860	pmid-ICI_and_Colitis.txt
32584703	infliximab/adverse effects	neoplasms	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32584703/"", ""32584703"")"	https://pubmed.ncbi.nlm.nih.gov/32584703	pmid-ICI_and_Colitis.txt
32414860	infliximab/adverse effects	skin neoplasms/drug therapy	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32414860/"", ""32414860"")"	https://pubmed.ncbi.nlm.nih.gov/32414860	pmid-ICI_and_Colitis.txt
33454238	infliximab/adverse effects	steroids/adverse effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33454238/"", ""33454238"")"	https://pubmed.ncbi.nlm.nih.gov/33454238	pmid-ICI_and_Colitis.txt
34147519	interferon-gamma/metabolism	phenotype	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34147519/"", ""34147519"")"	https://pubmed.ncbi.nlm.nih.gov/34147519	pmid-ICI_and_Colitis.txt
34147519	interferon-gamma/metabolism	piperidines/therapeutic use	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34147519/"", ""34147519"")"	https://pubmed.ncbi.nlm.nih.gov/34147519	pmid-ICI_and_Colitis.txt
34147519	interferon-gamma/metabolism	pyrimidines/therapeutic use	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34147519/"", ""34147519"")"	https://pubmed.ncbi.nlm.nih.gov/34147519	pmid-ICI_and_Colitis.txt
33567198	interleukin-12/antagonists & inhibitors	interleukin-23/antagonists & inhibitors	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33567198/"", ""33567198"")"	https://pubmed.ncbi.nlm.nih.gov/33567198	pmid-ICI_and_Colitis.txt
33567198	interleukin-12/antagonists & inhibitors	ustekinumab/therapeutic use	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33567198/"", ""33567198"")"	https://pubmed.ncbi.nlm.nih.gov/33567198	pmid-ICI_and_Colitis.txt
33462141	interleukin-17/genetics	lymphocytes tumor-infiltrating/metabolism	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33462141/"", ""33462141"")"	https://pubmed.ncbi.nlm.nih.gov/33462141	pmid-ICI_and_Colitis.txt
33462141	interleukin-17/genetics	micrornas/genetics	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33462141/"", ""33462141"")"	https://pubmed.ncbi.nlm.nih.gov/33462141	pmid-ICI_and_Colitis.txt
33462141	interleukin-17/genetics	MIR15B	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33462141/"", ""33462141"")"	https://pubmed.ncbi.nlm.nih.gov/33462141	pmid-ICI_and_Colitis.txt
33462141	interleukin-17/genetics	NRF1	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33462141/"", ""33462141"")"	https://pubmed.ncbi.nlm.nih.gov/33462141	pmid-ICI_and_Colitis.txt
33462141	interleukin-17/genetics	t-lymphocytes cytotoxic/immunology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33462141/"", ""33462141"")"	https://pubmed.ncbi.nlm.nih.gov/33462141	pmid-ICI_and_Colitis.txt
33462141	interleukin-17/genetics	tumor microenvironment/drug effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33462141/"", ""33462141"")"	https://pubmed.ncbi.nlm.nih.gov/33462141	pmid-ICI_and_Colitis.txt
33567198	interleukin-23/antagonists & inhibitors	ustekinumab/therapeutic use	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33567198/"", ""33567198"")"	https://pubmed.ncbi.nlm.nih.gov/33567198	pmid-ICI_and_Colitis.txt
32414860	intestinal mucosa/diagnostic imaging	melanoma/drug therapy	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32414860/"", ""32414860"")"	https://pubmed.ncbi.nlm.nih.gov/32414860	pmid-ICI_and_Colitis.txt
32414860	intestinal mucosa/diagnostic imaging	mucositis/chemically induced	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32414860/"", ""32414860"")"	https://pubmed.ncbi.nlm.nih.gov/32414860	pmid-ICI_and_Colitis.txt
32414860	intestinal mucosa/diagnostic imaging	skin neoplasms/drug therapy	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32414860/"", ""32414860"")"	https://pubmed.ncbi.nlm.nih.gov/32414860	pmid-ICI_and_Colitis.txt
33459466	intestinal mucosa/immunology	neoplasms/drug therapy	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33459466/"", ""33459466"")"	https://pubmed.ncbi.nlm.nih.gov/33459466	pmid-ICI_and_Colitis.txt
34159488	ipilimumab/adverse effects	nivolumab/adverse effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34159488/"", ""34159488"")"	https://pubmed.ncbi.nlm.nih.gov/34159488	pmid-ICI_and_Colitis.txt
33096100	ipilimumab/adverse effects	nivolumab/adverse effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33096100/"", ""33096100"")"	https://pubmed.ncbi.nlm.nih.gov/33096100	pmid-ICI_and_Colitis.txt
33882697	ipilimumab/adverse effects	nivolumab/adverse effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33882697/"", ""33882697"")"	https://pubmed.ncbi.nlm.nih.gov/33882697	pmid-ICI_and_Colitis.txt
34332139	ipilimumab/adverse effects	nivolumab/adverse effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34332139/"", ""34332139"")"	https://pubmed.ncbi.nlm.nih.gov/34332139	pmid-ICI_and_Colitis.txt
31595568	ipilimumab/adverse effects	nivolumab/adverse effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/31595568/"", ""31595568"")"	https://pubmed.ncbi.nlm.nih.gov/31595568	pmid-ICI_and_Colitis.txt
32931028	ipilimumab/adverse effects	nivolumab/adverse effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32931028/"", ""32931028"")"	https://pubmed.ncbi.nlm.nih.gov/32931028	pmid-ICI_and_Colitis.txt
35191192	ipilimumab/adverse effects	nivolumab/adverse effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/35191192/"", ""35191192"")"	https://pubmed.ncbi.nlm.nih.gov/35191192	pmid-ICI_and_Colitis.txt
33096100	ipilimumab/adverse effects	protein kinase inhibitors/therapeutic use	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33096100/"", ""33096100"")"	https://pubmed.ncbi.nlm.nih.gov/33096100	pmid-ICI_and_Colitis.txt
32130969	ipilimumab/therapeutic use	myasthenia gravis/chemically induced	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32130969/"", ""32130969"")"	https://pubmed.ncbi.nlm.nih.gov/32130969	pmid-ICI_and_Colitis.txt
32130969	ipilimumab/therapeutic use	myocarditis/chemically induced	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32130969/"", ""32130969"")"	https://pubmed.ncbi.nlm.nih.gov/32130969	pmid-ICI_and_Colitis.txt
32130969	ipilimumab/therapeutic use	nephritis/chemically induced	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32130969/"", ""32130969"")"	https://pubmed.ncbi.nlm.nih.gov/32130969	pmid-ICI_and_Colitis.txt
35124713	ipilimumab/therapeutic use	pneumonia/chemically induced	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/35124713/"", ""35124713"")"	https://pubmed.ncbi.nlm.nih.gov/35124713	pmid-ICI_and_Colitis.txt
32130969	ipilimumab/therapeutic use	pneumonia/chemically induced	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32130969/"", ""32130969"")"	https://pubmed.ncbi.nlm.nih.gov/32130969	pmid-ICI_and_Colitis.txt
35277350	ipilimumab/therapeutic use	proton pump inhibitors/adverse effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/35277350/"", ""35277350"")"	https://pubmed.ncbi.nlm.nih.gov/35277350	pmid-ICI_and_Colitis.txt
32130969	ipilimumab/therapeutic use	pruritus/chemically induced	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32130969/"", ""32130969"")"	https://pubmed.ncbi.nlm.nih.gov/32130969	pmid-ICI_and_Colitis.txt
33436487	leukocyte l1 antigen complex/analysis	neoplasms/drug therapy	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33436487/"", ""33436487"")"	https://pubmed.ncbi.nlm.nih.gov/33436487	pmid-ICI_and_Colitis.txt
35432346	ligands	pneumonia	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/35432346/"", ""35432346"")"	https://pubmed.ncbi.nlm.nih.gov/35432346	pmid-ICI_and_Colitis.txt
32584703	LTF	neoplasms	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32584703/"", ""32584703"")"	https://pubmed.ncbi.nlm.nih.gov/32584703	pmid-ICI_and_Colitis.txt
31864555	lung neoplasms	steroids/therapeutic use	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/31864555/"", ""31864555"")"	https://pubmed.ncbi.nlm.nih.gov/31864555	pmid-ICI_and_Colitis.txt
34716545	lung neoplasms/drug therapy	nivolumab/adverse effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34716545/"", ""34716545"")"	https://pubmed.ncbi.nlm.nih.gov/34716545	pmid-ICI_and_Colitis.txt
34716545	lung neoplasms/drug therapy	prednisolone/therapeutic use	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34716545/"", ""34716545"")"	https://pubmed.ncbi.nlm.nih.gov/34716545	pmid-ICI_and_Colitis.txt
34987517	lymphocytes tumor-infiltrating/immunology	MTOR	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34987517/"", ""34987517"")"	https://pubmed.ncbi.nlm.nih.gov/34987517	pmid-ICI_and_Colitis.txt
34987517	lymphocytes tumor-infiltrating/immunology	phosphatidylinositol 3-kinases/metabolism	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34987517/"", ""34987517"")"	https://pubmed.ncbi.nlm.nih.gov/34987517	pmid-ICI_and_Colitis.txt
34987517	lymphocytes tumor-infiltrating/immunology	sirolimus/therapeutic use	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34987517/"", ""34987517"")"	https://pubmed.ncbi.nlm.nih.gov/34987517	pmid-ICI_and_Colitis.txt
33462141	lymphocytes tumor-infiltrating/metabolism	micrornas/genetics	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33462141/"", ""33462141"")"	https://pubmed.ncbi.nlm.nih.gov/33462141	pmid-ICI_and_Colitis.txt
